[[Snapshot 0] [Node /windows/system32/searchindexer.exe_2476] type=5 | type_name=PRINCIPAL_LOCAL | properties=/windows/system32/searchindexer.exe_2476 | label=0 | frequency=4
[[Snapshot 43] [Node aax.amazon-adsystem.com] type=3 | type_name=NETFLOW_OBJECT | properties=aax.amazon-adsystem.com | label=0 | frequency=3
[[Snapshot 43] [Node syndication.twitter.com/settings] type=6 | type_name=NetFlowObject | properties=syndication.twitter.com/settings | label=0 | frequency=1
[[Snapshot 43] [Node syndication.twitter.com] type=3 | type_name=NETFLOW_OBJECT | properties=syndication.twitter.com | label=0 | frequency=3
[[Snapshot 43] [Node www.youtube.com/yts/jsbin/player_remote_ux-vfl9mutzt/en_gb/base.js] type=6 | type_name=NetFlowObject | properties=www.youtube.com/yts/jsbin/player_remote_ux-vfl9mutzt/en_gb/base.js | label=0 | frequency=1
[[Snapshot 43] [Node session_192.168.223.130_49346] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_49346 | label=0 | frequency=3
[[Snapshot 43] [Node session_172.217.1.35_443] type=3 | type_name=NETFLOW_OBJECT | properties=session_172.217.1.35_443 | label=0 | frequency=1
[[Snapshot 43] [Node static.doubleclick.net/instream/ad_status.js] type=6 | type_name=NetFlowObject | properties=static.doubleclick.net/instream/ad_status.js | label=0 | frequency=1
[[Snapshot 43] [Node static.doubleclick.net] type=3 | type_name=NETFLOW_OBJECT | properties=static.doubleclick.net | label=0 | frequency=2
[[Snapshot 43] [Node www.youtube.com/yts/jsbin/player_remote_ux-vfl9mutzt/en_gb/remote.js] type=6 | type_name=NetFlowObject | properties=www.youtube.com/yts/jsbin/player_remote_ux-vfl9mutzt/en_gb/remote.js | label=0 | frequency=1
[[Snapshot 43] [Node connection_192.168.223.130_52.46.134.16] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_52.46.134.16 | label=0 | frequency=3
[[Snapshot 43] [Node 57149] type=3 | type_name=NETFLOW_OBJECT | properties=57149 | label=0 | frequency=1
[[Snapshot 43] [Node /users/aalsahee/appdata/local/mozilla/firefox/profiles/a6gl280b.default/cache2/entries/709b14161f76b862de4e54bde1a8aa292cf632f7] type=5 | type_name=PRINCIPAL_LOCAL | properties=/users/aalsahee/appdata/local/mozilla/firefox/profiles/a6gl280b.default/cache2/entries/709b14161f76b862de4e54bde1a8aa292cf632f7 | label=0 | frequency=1
[[Snapshot 43] [Node www.youtube.com/yts/jsbin/player_remote_ux-vfl9mutzt/en_gb/ux.js] type=6 | type_name=NetFlowObject | properties=www.youtube.com/yts/jsbin/player_remote_ux-vfl9mutzt/en_gb/ux.js | label=0 | frequency=1
[[Snapshot 43] [Node connection_192.168.223.130_199.16.157.105] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_199.16.157.105 | label=0 | frequency=3
[[Snapshot 43] [Node connection_192.168.223.130_104.16.207.165] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_104.16.207.165 | label=0 | frequency=2
[[Snapshot 43] [Node 52256] type=3 | type_name=NETFLOW_OBJECT | properties=52256 | label=0 | frequency=1
[[Snapshot 43] [Node 52.46.134.16] type=3 | type_name=NETFLOW_OBJECT | properties=52.46.134.16 | label=0 | frequency=4
[[Snapshot 43] [Node 104.16.207.165] type=3 | type_name=NETFLOW_OBJECT | properties=104.16.207.165 | label=0 | frequency=4
[[Snapshot 43] [Node 172.217.4.194] type=3 | type_name=NETFLOW_OBJECT | properties=172.217.4.194 | label=0 | frequency=5
[[Snapshot 43] [Node session_192.168.223.130_60497] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_60497 | label=0 | frequency=3
[[Snapshot 43] [Node connection_192.168.223.130_172.217.4.194] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_172.217.4.194 | label=0 | frequency=2
[[Snapshot 43] [Node 199.16.157.105] type=3 | type_name=NETFLOW_OBJECT | properties=199.16.157.105 | label=0 | frequency=3
[[Snapshot 43] [Node session_172.217.4.194_443] type=3 | type_name=NETFLOW_OBJECT | properties=session_172.217.4.194_443 | label=0 | frequency=1
[[Snapshot 43] [Node 52263] type=3 | type_name=NETFLOW_OBJECT | properties=52263 | label=0 | frequency=1
[[Snapshot 43] [Node www.google.com/js/bg/joyx3w5pzoqfrzaozhrt8yizjdix1urdmpi7cevluwm.js] type=6 | type_name=NetFlowObject | properties=www.google.com/js/bg/joyx3w5pzoqfrzaozhrt8yizjdix1urdmpi7cevluwm.js | label=0 | frequency=1
[[Snapshot 43] [Node www.youtube.com/ad_data_204] type=6 | type_name=NetFlowObject | properties=www.youtube.com/ad_data_204 | label=0 | frequency=4
[[Snapshot 43] [Node connection_192.168.223.130_172.217.9.38] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_172.217.9.38 | label=0 | frequency=3
[[Snapshot 43] [Node 172.217.9.38] type=3 | type_name=NETFLOW_OBJECT | properties=172.217.9.38 | label=0 | frequency=5
[[Snapshot 43] [Node session_192.168.223.130_60507] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_60507 | label=0 | frequency=3
[[Snapshot 43] [Node 57178] type=3 | type_name=NETFLOW_OBJECT | properties=57178 | label=0 | frequency=1
[[Snapshot 43] [Node session_54.192.91.115_443] type=3 | type_name=NETFLOW_OBJECT | properties=session_54.192.91.115_443 | label=0 | frequency=1
[[Snapshot 43] [Node www.googletagmanager.com/gtm.js?id=gtm-5f22g6] type=6 | type_name=NetFlowObject | properties=www.googletagmanager.com/gtm.js?id=gtm-5f22g6 | label=0 | frequency=1
[[Snapshot 43] [Node 57151] type=3 | type_name=NETFLOW_OBJECT | properties=57151 | label=0 | frequency=1
[[Snapshot 43] [Node session_192.168.223.130_57161] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_57161 | label=0 | frequency=3
[[Snapshot 43] [Node c:"/windows/system32/msdmo.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/msdmo.dll | label=0 | frequency=2
[[Snapshot 43] [Node c:"/windows/system32/qasf.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/qasf.dll | label=0 | frequency=2
[[Snapshot 43] [Node videos.newsweek.com/widget/play-list?nid=508437&items=7] type=6 | type_name=NetFlowObject | properties=videos.newsweek.com/widget/play-list?nid=508437&items=7 | label=0 | frequency=1
[[Snapshot 43] [Node videos.newsweek.com] type=3 | type_name=NETFLOW_OBJECT | properties=videos.newsweek.com | label=0 | frequency=2
[[Snapshot 43] [Node cdn.feeds.ibt.com/track.gif?type=tm_hits&id=1265696&site=www.newsweek.com&title=how+the+winter+solstice+is+celebrated+at+stonehenge&category=world&category_id=4&category_url=https%3a%2f%2fwww.newsweek.com%2fworld&story_type=article&syndication=1&created=1545426131&uid=28484&image=https%3a%2f%2fs.newsweek.com%2fsites%2fwww.newsweek.com%2ffiles%2fstyles%2fthumbnail%2fpublic%2f2018%2f12%2f19%2fstonehenge-winter.jpg&url=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&t=1545427926164&st=1545427657] type=6 | type_name=NetFlowObject | properties=cdn.feeds.ibt.com/track.gif?type=tm_hits&id=1265696&site=www.newsweek.com&title=how+the+winter+solstice+is+celebrated+at+stonehenge&category=world&category_id=4&category_url=https%3a%2f%2fwww.newsweek.com%2fworld&story_type=article&syndication=1&created=1545426131&uid=28484&image=https%3a%2f%2fs.newsweek.com%2fsites%2fwww.newsweek.com%2ffiles%2fstyles%2fthumbnail%2fpublic%2f2018%2f12%2f19%2fstonehenge-winter.jpg&url=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&t=1545427926164&st=1545427657 | label=0 | frequency=1
[[Snapshot 43] [Node cdn.feeds.ibt.com] type=3 | type_name=NETFLOW_OBJECT | properties=cdn.feeds.ibt.com | label=0 | frequency=5
[[Snapshot 43] [Node www.facebook.com/v3.2/plugins/comments.php?app_id=245537789135954&channel=https%3a%2f%2fstaticxx.facebook.com%2fconnect%2fxd_arbiter%2fr%2fj-ght1gpo6-.js%3fversion%3d43%23cb%3df264ef465c8bb18%26domain%3dwww.newsweek.com%26origin%3dhttps%253a%252f%252fwww.newsweek.com%252ff12e276625c8262%26relation%3dparent.parent&color_scheme=light&container_width=737&height=100&href=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&locale=en_us&numposts=1&sdk=joey&version=v3.2] type=6 | type_name=NetFlowObject | properties=www.facebook.com/v3.2/plugins/comments.php?app_id=245537789135954&channel=https%3a%2f%2fstaticxx.facebook.com%2fconnect%2fxd_arbiter%2fr%2fj-ght1gpo6-.js%3fversion%3d43%23cb%3df264ef465c8bb18%26domain%3dwww.newsweek.com%26origin%3dhttps%253a%252f%252fwww.newsweek.com%252ff12e276625c8262%26relation%3dparent.parent&color_scheme=light&container_width=737&height=100&href=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&locale=en_us&numposts=1&sdk=joey&version=v3.2 | label=0 | frequency=1
[[Snapshot 43] [Node www.facebook.com] type=3 | type_name=NETFLOW_OBJECT | properties=www.facebook.com | label=0 | frequency=2
[[Snapshot 43] [Node session_192.168.223.130_57098] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_57098 | label=0 | frequency=3
[[Snapshot 43] [Node c:"/windows/system32/quartz.dll] type=5 | type_name=PRINCIPAL_LOCAL | properties=c:"/windows/system32/quartz.dll | label=0 | frequency=3
[[Snapshot 43] [Node session_172.217.9.38_443] type=3 | type_name=NETFLOW_OBJECT | properties=session_172.217.9.38_443 | label=0 | frequency=1
[[Snapshot 43] [Node imasdk.googleapis.com/js/sdkloader/ima3.js] type=6 | type_name=NetFlowObject | properties=imasdk.googleapis.com/js/sdkloader/ima3.js | label=0 | frequency=1
[[Snapshot 43] [Node imasdk.googleapis.com] type=3 | type_name=NETFLOW_OBJECT | properties=imasdk.googleapis.com | label=0 | frequency=2
[[Snapshot 43] [Node static.criteo.net/js/ld/publishertag.js] type=6 | type_name=NetFlowObject | properties=static.criteo.net/js/ld/publishertag.js | label=0 | frequency=1
[[Snapshot 43] [Node static.criteo.net] type=3 | type_name=NETFLOW_OBJECT | properties=static.criteo.net | label=0 | frequency=2
[[Snapshot 43] [Node trends.revcontent.com/serve.js.php?w=5933&t=rc_490&c=1545427926472&width=126&is_blocked=false] type=6 | type_name=NetFlowObject | properties=trends.revcontent.com/serve.js.php?w=5933&t=rc_490&c=1545427926472&width=126&is_blocked=false | label=0 | frequency=1
[[Snapshot 43] [Node query.fqtag.com/b?org=8adasewre3atrefrejuj&sk=pd8jdmkg8eznvknzvgbx&callback=fq_callback&p=nwus&a=desktop&cmp=direct&cb=1545427926272&url=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&ua=mozilla%2f5.0%20(windows%20nt%206.1%3b%20rv%3a52.0)%20gecko%2f20100101%20firefox%2f52.0] type=6 | type_name=NetFlowObject | properties=query.fqtag.com/b?org=8adasewre3atrefrejuj&sk=pd8jdmkg8eznvknzvgbx&callback=fq_callback&p=nwus&a=desktop&cmp=direct&cb=1545427926272&url=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&ua=mozilla%2f5.0%20(windows%20nt%206.1%3b%20rv%3a52.0)%20gecko%2f20100101%20firefox%2f52.0 | label=0 | frequency=1
[[Snapshot 43] [Node s.newsweek.com/sites/www.newsweek.com/themes/newsweek/fonts/playfairdisplay-regular.woff2] type=6 | type_name=NetFlowObject | properties=s.newsweek.com/sites/www.newsweek.com/themes/newsweek/fonts/playfairdisplay-regular.woff2 | label=0 | frequency=1
[[Snapshot 43] [Node s.amazon-adsystem.com/iu3?cm3ppd=1&d=dtb-pub&csif=t&dl=rbd_oath_snb_ox_sovrn_3lift] type=6 | type_name=NetFlowObject | properties=s.amazon-adsystem.com/iu3?cm3ppd=1&d=dtb-pub&csif=t&dl=rbd_oath_snb_ox_sovrn_3lift | label=0 | frequency=1
[[Snapshot 43] [Node s.amazon-adsystem.com] type=3 | type_name=NETFLOW_OBJECT | properties=s.amazon-adsystem.com | label=0 | frequency=2
[[Snapshot 43] [Node mail.google.com/] type=6 | type_name=NetFlowObject | properties=mail.google.com/ | label=0 | frequency=1
[[Snapshot 43] [Node mail.google.com] type=3 | type_name=NETFLOW_OBJECT | properties=mail.google.com | label=0 | frequency=5
[[Snapshot 43] [Node 57139] type=3 | type_name=NETFLOW_OBJECT | properties=57139 | label=0 | frequency=1
[[Snapshot 43] [Node connection_192.168.223.130_172.217.8.168] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_172.217.8.168 | label=0 | frequency=3
[[Snapshot 43] [Node 216.58.216.74] type=3 | type_name=NETFLOW_OBJECT | properties=216.58.216.74 | label=0 | frequency=5
[[Snapshot 43] [Node connection_192.168.223.130_216.58.216.74] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_216.58.216.74 | label=0 | frequency=4
[[Snapshot 43] [Node connection_192.168.223.130_157.240.18.35] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_157.240.18.35 | label=0 | frequency=4
[[Snapshot 43] [Node 57127] type=3 | type_name=NETFLOW_OBJECT | properties=57127 | label=0 | frequency=1
[[Snapshot 43] [Node 57126] type=3 | type_name=NETFLOW_OBJECT | properties=57126 | label=0 | frequency=1
[[Snapshot 43] [Node 157.240.18.35] type=3 | type_name=NETFLOW_OBJECT | properties=157.240.18.35 | label=0 | frequency=4
[[Snapshot 43] [Node 52252] type=3 | type_name=NETFLOW_OBJECT | properties=52252 | label=0 | frequency=1
[[Snapshot 43] [Node 52274] type=3 | type_name=NETFLOW_OBJECT | properties=52274 | label=0 | frequency=1
[[Snapshot 43] [Node connection_192.168.223.130_52.85.117.2] type=3 | type_name=NETFLOW_OBJECT | properties=connection_192.168.223.130_52.85.117.2 | label=0 | frequency=3
[[Snapshot 43] [Node 52.85.117.2] type=3 | type_name=NETFLOW_OBJECT | properties=52.85.117.2 | label=0 | frequency=4
[[Snapshot 43] [Node 172.217.8.168] type=3 | type_name=NETFLOW_OBJECT | properties=172.217.8.168 | label=0 | frequency=4
[[Snapshot 43] [Node securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_285.js] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_285.js | label=0 | frequency=1
[[Snapshot 43] [Node securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=635939252423270&correlator=3592033323762444&output=json_html&callback=googletag.impl.pubads.callbackproxy1&impl=fifs&adsid=aktt1hwpjlqammxt4-frdc7bfao1jex06n3gajxxzkjdrgv8zo7texbqyg&pucrd=cgwiabaagamgacgaoaf4aw&jar=2018-12-21-21&json_a=1&vrg=285&guci=2.2.0.0.2.2.0.0&plat=1%3a1081352%2c2%3a1081352&sc=1&sfv=1-0-31&iu_parts=133596308%2cnewsweek%2ctop%2cbottom%2cright1%2cright2%2cright3%2cright4%2coop1%2coop2%2coop3&enc_prev_ius=%2f0%2f1%2f2%2c%2f0%2f1%2f3%2c%2f0%2f1%2f4%2c%2f0%2f1%2f5%2c%2f0%2f1%2f6%2c%2f0%2f1%2f7%2c%2f0%2f1%2f8%2c%2f0%2f1%2f9%2c%2f0%2f1%2f10&prev_iu_szs=320x50%7c728x90%7c970x250%7c970x400%2c320x50%7c728x90%2c320x50%7c300x250%7c300x600%7c300x1050%7c336x280%7c1x1%2c320x50%7c300x250%7c300x600%7c336x280%7c1x1%2c320x50%7c300x250%7c300x600%7c336x280%7c160x600%2c320x50%7c300x250%7c300x600%7c336x280%7c160x600%2c1x1%2c1x1%2c1x1&fluid=height%2cheight%2cheight%2cheight%2cheight%2cheight%2c0%2c0%2c0&ists=7&prev_scp=pos%3dtop%26amznbid%3d2%26amznp%3d2%7cpos%3dbottom%26amznbid%3d1%26amznp%3d1%7cpos%3dright1%26amznbid%3d2%26amznp%3d2%7cpos%3dright2%26amznbid%3d2%26amznp%3d2%7cpos%3dright3%26amznbid%3d1%26amznp%3d1%7cpos%3dright4%26amznbid%3d1%26amznp%3d1%7cpos%3doop1%7cpos%3doop2%7cpos%3doop3&eri=1&cust_params=article_id%3d1265696%26focus%3dn%26amp%3dn%26refresh%3dn%26content%3dnews%26video%3dy%26video_type%3drelated%26layout%3dweb%26paragraphs%3d12%26total_ads%3d6%26page_type%3darticle%26w1200%3dy%26referrer%3dexternal%26ts%3dnonpromoted%26trsource%3dgoogle%26adunit%3dnewsweek%252fworld%252farticles%26abt%3d8%26nopassfq%3dn%26cat%3dnwus-world%26adexclusion%3d%257cnmg%257c%2520level%25202%2520brand%2520safety%2520net&cookie_enabled=1&bc=13&lmt=1545427657&dt=1545427928215&dlt=1545427920088&idt=7135&frm=20&biw=1519&bih=755&oid=3&adxs=396%2c204%2c993%2c993%2c993%2c993%2c759%2c759%2c759&adys=10%2c3569%2c283%2c1553%2c2016%2c2286%2c4844%2c4864%2c4884&adks=1466144580%2c4039178106%2c3767532427%2c723521333%2c3465272432%2c2733708796%2c2408491913%2c3801048235%2c1086168838&ucis=1%7c2%7c3%7c4%7c5%7c6%7c7%7c8%7c9&ifi=1&u_tz=-300&u_his=3&u_h=864&u_w=1536&u_ah=826&u_aw=1536&u_cd=24&u_nplug=1&u_nmime=2&u_sd=1.25&flash=18.0.0&url=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&ref=https%3a%2f%2fwww.google.com%2f&dssz=33&icsg=58761216&std=19&vis=2&scr_x=0&scr_y=0&psz=-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1&msz=-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1&ga_vid=1651902817.1545427924&ga_sid=1545427928&ga_hid=1648080730&fws=4%2c4%2c4%2c4%2c4%2c4%2c4%2c4%2c4] type=6 | type_name=NetFlowObject | properties=securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=635939252423270&correlator=3592033323762444&output=json_html&callback=googletag.impl.pubads.callbackproxy1&impl=fifs&adsid=aktt1hwpjlqammxt4-frdc7bfao1jex06n3gajxxzkjdrgv8zo7texbqyg&pucrd=cgwiabaagamgacgaoaf4aw&jar=2018-12-21-21&json_a=1&vrg=285&guci=2.2.0.0.2.2.0.0&plat=1%3a1081352%2c2%3a1081352&sc=1&sfv=1-0-31&iu_parts=133596308%2cnewsweek%2ctop%2cbottom%2cright1%2cright2%2cright3%2cright4%2coop1%2coop2%2coop3&enc_prev_ius=%2f0%2f1%2f2%2c%2f0%2f1%2f3%2c%2f0%2f1%2f4%2c%2f0%2f1%2f5%2c%2f0%2f1%2f6%2c%2f0%2f1%2f7%2c%2f0%2f1%2f8%2c%2f0%2f1%2f9%2c%2f0%2f1%2f10&prev_iu_szs=320x50%7c728x90%7c970x250%7c970x400%2c320x50%7c728x90%2c320x50%7c300x250%7c300x600%7c300x1050%7c336x280%7c1x1%2c320x50%7c300x250%7c300x600%7c336x280%7c1x1%2c320x50%7c300x250%7c300x600%7c336x280%7c160x600%2c320x50%7c300x250%7c300x600%7c336x280%7c160x600%2c1x1%2c1x1%2c1x1&fluid=height%2cheight%2cheight%2cheight%2cheight%2cheight%2c0%2c0%2c0&ists=7&prev_scp=pos%3dtop%26amznbid%3d2%26amznp%3d2%7cpos%3dbottom%26amznbid%3d1%26amznp%3d1%7cpos%3dright1%26amznbid%3d2%26amznp%3d2%7cpos%3dright2%26amznbid%3d2%26amznp%3d2%7cpos%3dright3%26amznbid%3d1%26amznp%3d1%7cpos%3dright4%26amznbid%3d1%26amznp%3d1%7cpos%3doop1%7cpos%3doop2%7cpos%3doop3&eri=1&cust_params=article_id%3d1265696%26focus%3dn%26amp%3dn%26refresh%3dn%26content%3dnews%26video%3dy%26video_type%3drelated%26layout%3dweb%26paragraphs%3d12%26total_ads%3d6%26page_type%3darticle%26w1200%3dy%26referrer%3dexternal%26ts%3dnonpromoted%26trsource%3dgoogle%26adunit%3dnewsweek%252fworld%252farticles%26abt%3d8%26nopassfq%3dn%26cat%3dnwus-world%26adexclusion%3d%257cnmg%257c%2520level%25202%2520brand%2520safety%2520net&cookie_enabled=1&bc=13&lmt=1545427657&dt=1545427928215&dlt=1545427920088&idt=7135&frm=20&biw=1519&bih=755&oid=3&adxs=396%2c204%2c993%2c993%2c993%2c993%2c759%2c759%2c759&adys=10%2c3569%2c283%2c1553%2c2016%2c2286%2c4844%2c4864%2c4884&adks=1466144580%2c4039178106%2c3767532427%2c723521333%2c3465272432%2c2733708796%2c2408491913%2c3801048235%2c1086168838&ucis=1%7c2%7c3%7c4%7c5%7c6%7c7%7c8%7c9&ifi=1&u_tz=-300&u_his=3&u_h=864&u_w=1536&u_ah=826&u_aw=1536&u_cd=24&u_nplug=1&u_nmime=2&u_sd=1.25&flash=18.0.0&url=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&ref=https%3a%2f%2fwww.google.com%2f&dssz=33&icsg=58761216&std=19&vis=2&scr_x=0&scr_y=0&psz=-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1&msz=-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1%7c-1x-1&ga_vid=1651902817.1545427924&ga_sid=1545427928&ga_hid=1648080730&fws=4%2c4%2c4%2c4%2c4%2c4%2c4%2c4%2c4 | label=0 | frequency=1
[[Snapshot 43] [Node 57154] type=3 | type_name=NETFLOW_OBJECT | properties=57154 | label=0 | frequency=1
[[Snapshot 43] [Node www.youtube.com/yts/jsbin/player-vflpozkp0/en_us/base.js] type=6 | type_name=NetFlowObject | properties=www.youtube.com/yts/jsbin/player-vflpozkp0/en_us/base.js | label=0 | frequency=1
[[Snapshot 43] [Node www.youtube.com/yts/cssbin/www-player-vflrwun0h.css] type=6 | type_name=NetFlowObject | properties=www.youtube.com/yts/cssbin/www-player-vflrwun0h.css | label=0 | frequency=1
[[Snapshot 43] [Node session_192.168.223.130_57112] type=3 | type_name=NETFLOW_OBJECT | properties=session_192.168.223.130_57112 | label=0 | frequency=3
[[Snapshot 43] [Node session_157.240.18.19_443] type=3 | type_name=NETFLOW_OBJECT | properties=session_157.240.18.19_443 | label=0 | frequency=1
[[Snapshot 43] [Node aax.amazon-adsystem.com/e/dtb/bid?src=3376&u=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&pid=881744989801545427928890&cb=6907682480551545427929102&ws=1024x576&v=7.20.00&t=2000&slots=%5b%7b%22sd%22%3a%22dfp-ad-top%22%2c%22s%22%3a%5b%22728x90%22%2c%22970x250%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-bottom%22%2c%22s%22%3a%5b%22728x90%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right1%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%2c%22300x1050%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right2%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right3%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%2c%22160x600%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right4%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%2c%22160x600%22%5d%7d%2c%7b%22id%22%3a%22newsweek_videoslot%22%2c%22mt%22%3a%22v%22%7d%5d&pj=%7b%22apse%22%3a%7b%22chunkrequests%22%3afalse%2c%22shouldsamplelatency%22%3afalse%7d%7d&gdpre=0&gdprl=%7b%22cmptimeout%22%3a200%2c%22lsstatus%22%3a%22present%22%2c%22status%22%3a%22cmp-timeout-cfb%22%2c%22rtimes%22%3a%5b700%5d%2c%22cc%22%3a%222%22%7d] type=6 | type_name=NetFlowObject | properties=aax.amazon-adsystem.com/e/dtb/bid?src=3376&u=https%3a%2f%2fwww.newsweek.com%2fstonehenge-winter-solstice-watch-online-time-where-1265696&pid=881744989801545427928890&cb=6907682480551545427929102&ws=1024x576&v=7.20.00&t=2000&slots=%5b%7b%22sd%22%3a%22dfp-ad-top%22%2c%22s%22%3a%5b%22728x90%22%2c%22970x250%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-bottom%22%2c%22s%22%3a%5b%22728x90%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right1%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%2c%22300x1050%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right2%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right3%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%2c%22160x600%22%5d%7d%2c%7b%22sd%22%3a%22dfp-ad-right4%22%2c%22s%22%3a%5b%22300x250%22%2c%22300x600%22%2c%22160x600%22%5d%7d%2c%7b%22id%22%3a%22newsweek_videoslot%22%2c%22mt%22%3a%22v%22%7d%5d&pj=%7b%22apse%22%3a%7b%22chunkrequests%22%3afalse%2c%22shouldsamplelatency%22%3afalse%7d%7d&gdpre=0&gdprl=%7b%22cmptimeout%22%3a200%2c%22lsstatus%22%3a%22present%22%2c%22status%22%3a%22cmp-timeout-cfb%22%2c%22rtimes%22%3a%5b700%5d%2c%22cc%22%3a%222%22%7d | label=0 | frequency=1
